local-authority-code,council,start_year,end_year,data_type,emission_savings,project_name,lifetime,cost,funding_source,emission_source,annual_cost,annual_savings,measurement,savings_start,comments
DGY,Dumfries and Galloway Council,2017,2018,project,202,St Joseph’s College,30,,DGC capital/SFT HUB/SALIX,Natural Gas,,,Estimated,2018/19,Major Refurbishment/new build of secondary school. Main heat source Biomass (instead of mains gas) and in the course of construction  design change allowed for replacement of T5 lighting with LED which resulted in the site exceeding it’s anticipated EPC of ‘B’ and meeting an ‘A’ Savings figure based on use of biomass heat
DGY,Dumfries and Galloway Council,2017,2018,project,136.57,LED Lighting (buildings),15,,SALIX,Grid Electricity ,,,Estimated,2018/19,Range of LED lighting installations in a number of school and other buildings. 12 buildings had been included which have been supported through SALIX funding but other LED projects have been delivered through the main capital programme which are not quantified. 
DGY,Dumfries and Galloway Council,2017,2018,project,,Irish Street Offices,30,,DGC Capital budget,Grid Electricity ,,,Estimated,2018/19,First of an ambitious programme of Dumfries office refurbishments which includes energy efficiency measures along with development of smarter working facilities enabling agile working for council staff and will ultimately lead to reduction in office buildings in the town from 24 to 14 buildings over several years.
DGY,Dumfries and Galloway Council,2017,2018,project,,Cargen Tower,30,,DGC Capital budget,Grid Electricity ,,,Estimated,2017/18,Layout and internal refurbishment of existing office facilities to provide pilot testing of Smarter Working processes and demonstration layout to help train council staff in new work practices helping to lead to council office reduction in Dumfries in the longer term with associated cost and carbon savings.
DGY,Dumfries and Galloway Council,2017,2018,project,,Street Lighting,8,7400000,Prudential borrowing,Grid Electricity ,,,Estimated,2018/19,It is anticipated that 90% of the Authority’s lighting will have been replaced to LEDs by the end of financial year 2017/18. Region wide completion of the programme is anticipated by the summer of 2018
DGY,Dumfries and Galloway Council,2017,2018,project,,Schools PPP estate energy efficiency,15,2200000,Prudential borrowing,Grid Electricity ,,,Estimated,2018/19,"Pilot project developed in partnership with PPP contractor AMEY to help deliver local carbon savings but from a commercial perspective to test the potential for wider national roll out. Energy efficiency projects across the schools PPP estate including LED lighting upgrades, biomass boiler installation at Wallacehall Academy and CHP units at Lockerbie and Stranraer Academies"
DGY,Dumfries and Galloway Council,2018,2019,project,45,Ice Bowl,15,,Salix,Grid Electricity ,,,Estimated,2019/20,"Major replacement of old lighting system in skating rink. Using LED lighting to replace 16 high pressure sodium and 55 metal halide lights. With this building being open for upto 16 hours a day, a reduction in consumption is one which is important. A reduction of 118387kWh is forecast which is 65% less than current usage. "
DGY,Dumfries and Galloway Council,2018,2019,project,,North West Community Campus,30,,Biomass,Grid Electricity ,,,Estimated,2019/20,"Continuation of a schools replacement programme coming on line in late 2018 and replacing the existing Maxwelltown High, St Ninians Primary and Lochside Primary with a purpose built energy efficient through school from nursery to senior school with associated community use heated with a biomass system and a range of energy efficiency measures. "
DGY,Dumfries and Galloway Council,2018,2019,project,,The Bridge,30,,Biomass,Grid Electricity ,,,Estimated,2019/20,"A new community hub used by schools, local authority and community organisations. A purpose built energy efficient facility with associated community use, heated with a biomass system and a range of energy efficiency measures"
DGY,Dumfries and Galloway Council,2018,2019,project,12.58,Douglas Ewart,15,,Salix,Grid Electricity ,,,Estimated,2019/20,"Using LED lighting to replace 177 T5 lamps is a major project in which it is hoped there will be significant savings once the project is finished. With an estimated reduction in consumption of 75%, this project is one in which it is expected to provide large benefits long term. In terms of consumption, a reduction in 23,073 kWh is a clear sign that this large school will benefit from LED lighting."
DGY,Dumfries and Galloway Council,2018,2019,project,16.21,Merrick Swimming Pool and Sports hall,15,,Salix,Grid Electricity ,,,Estimated,2019/20,"This project involves replacing 30 metal halide lamps with LED lighting. When this project has been completed, it is expected that savings in consumption will be over 53% and in terms of kWh it will save 29,743 kWh. With this building having long opening hours including at weeknds, this is a significant reduction in a highly used facility. "
DGY,Dumfries and Galloway Council,2018,2019,project,16.07,Port William PS,15,,Salix,Grid Electricity ,,,Estimated,2019/20,"In this project there are a variety of lights being removed and replaced with LED, these include 80 T8 lamps, 26 2D lamps and 7 complact fluorescent lamps. Once completed the project is estimated to reduce consumption by nearly 80%, which is a massive reduction and would help the facility reduce emissions considerably. In kWH there would be a considerable reduction of 29,482, which is of huge benefit to the building and environment. "
DND,Dundee City Council,2015,2016,project,1639,Energy saving in schools - Behaviour,2,0,,,,300000,Estimated,2016/17,Electricity and gas
DND,Dundee City Council,2015,2016,project,75,Replacement vehicles through annual replacement plan,,1530000,Capital Plan,Car - diesel (Medium car from 1.7 - 2.0 litre engine),,,Estimated,2016/17,Complete. 
DND,Dundee City Council,2015,2016,project,50,Reduction in fuel/mileage/new technology – continual management of telematics,,0,,Car - diesel (Medium car from 1.7 - 2.0 litre engine),,,Estimated,2016/17,Complete. 
DND,Dundee City Council,2015,2016,project,44,DCA - Replace Existing Lamps to Designated Areas With Low Energy Alternatives,20,27000,CEEF,Grid Electricity ,,5330,Estimated,2016/17,Complete. 
DND,Dundee City Council,2015,2016,project,23,Electric Vehicles – further purchase of vans and cars,,,Capital Plan,Grid Electricity ,,,Estimated,2016/17,Complete. inc. in replacement vehicle capital plan project. 30% reduction in maint. costs
DND,Dundee City Council,2015,2016,project,17,DCA - Install De-Stratification fans outside galleries and level 5 office,15,14000,Capital Plan,Grid Electricity ,,610,Estimated,2016/17,Complete. 
DND,Dundee City Council,2015,2016,project,10,Reduction in vehicles across the fleet,,0,,Car - diesel (Medium car from 1.7 - 2.0 litre engine),,,Estimated,2016/17,Complete. Reduction of £60k from revenue costs
DND,Dundee City Council,2015,2016,project,5,Idling time – base data collection,,0,,Car - diesel (Medium car from 1.7 - 2.0 litre engine),,,Estimated,2016/17,Complete. 
DND,Dundee City Council,2015,2016,project,3,DCA - LED lighting in reception,20,2000,CEEF,Grid Electricity ,,500,Estimated,2016/17,Complete. 
DND,Dundee City Council,2015,2016,project,1,Craigie High School - LED lighting in pool hall,20,6820,Capital Plan and CEEF,Grid Electricity ,,251,Estimated,2016/17,Complete. 
DND,Dundee City Council,2016,2017,project,37,Replace Existing Lamps to Designated Areas with Low Energy Alternatives (DCA),10,66156,CEEF,Grid Electricity ,,"12,220",Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,29,Install a new lighting control system (DCA),10,100000,CEEF,Grid Electricity ,,"9,543",Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,27,"Upgrade of AHU’s 1,3,4,5 & 6 and BEMS renewal (DCA)",10,90000,CEEF,Grid Electricity ,,"8,819",Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,17,Install De-Stratification fans outside galleries and level 5 office (DCA),20,14000,CEEF,Natural Gas,,"2,207",Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,8,Chiller Replacement (DCA),10,90000,CEEF,Grid Electricity ,,"2,646",Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,7,Hot water. Upgrade water services & install solar panel Installations (DCA),10,20000,CEEF,Natural Gas,,970,Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,3,LED lighting in reception (DCA),10,2000,CEEF,Grid Electricity ,,838,Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,0,Diversion of Household food waste from Combustion to AD,15,334000,Internal,Organic Food & Drink AD,,"48,756",Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,14,Electric Vehicles,5,,Internal,Diesel (average biofuel blend),,"33,152",Estimated,2017/18,
DND,Dundee City Council,2016,2017,project,1,Reduction in CO2 due to new lease cars,5,,Internal,Diesel (average biofuel blend),,"2,483",Estimated,2017/18,
DND,Dundee City Council,2017,2018,project,468,NDEE Basket 1 - Elec,10,831932,CEEF,Grid Electricity ,5860,1523340,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2017,2018,project,269,NDEE Basket 1 - Gas,10,682513,CEEF,Natural Gas,4354,1523525,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2017,2018,project,,NDEE Basket 1 – Solar PV,14,161000,CEEF,Renewable Elec Purchase Direct Supply,,11734,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2017,2018,project,1361,Street lighting,10,1920000,CEEF,Grid Electricity ,,508307,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2017,2018,project,31,Waste,10,780000,ZWS/DCC,Grid Electricity ,,114173,Estimated,2018/19,"Change in waste collection services to be in line with household charter, plus awareness raising to increase recycling and correct use of bins."
DND,Dundee City Council,2017,2018,project,,Fleet,10,,Transport Scotland/ Air Quality Funds,Grid Electricity ,,,Estimated,2018/19,Raising awareness of EV’s and changing fleet to EV vehicles. 2.3% Reduction overall
DND,Dundee City Council,2018,2019,project,355,NDEE Basket 1 - Elec,10,831932,CEEF,Grid Electricity ,5860,251487,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2018,2019,project,90,NDEE Basket 1 - Gas,10,682513,CEEF,Natural Gas,4354,7679,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2018,2019,project,866,Street lighting,10,1920000,CEEF,Grid Electricity ,,508307,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2018,2019,project,31,Waste,10,780000,ZWS/DCC,Refuse Municipal /Commercial /Industrial to Combustion,,114173,Estimated,2019/20,Waste education.  DCC and Schools
DND,Dundee City Council,2018,2019,project,,Fleet,10,135312,Transport Scotland/Air Quality Funds,Diesel (average biofuel blend),,,Estimated,2019/20,Replacement of 15 Fleet vehicles with EV in 18/19 period 
DND,Dundee City Council,2019,2020,project,355,NDEE Basket 1 - Elec,10,831932,CEEF,Grid Electricity (generation),5860,251487,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2019,2020,project,90,NDEE Basket 1 - Gas,10,682513,CEEF,Natural Gas,4354,7679,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
DND,Dundee City Council,2019,2020,project,866,Street lighting,10,1920000,CEEF,Grid Electricity (generation),-,508307,Estimated,2019/20,First full year capture due to postponement of projects – started just after end of reporting period.
